Player,Country,Date of Birth,Player_ID
Marcos Llorente,Spain,1995-01-30,SPA-LLORMARC-19950130
Miguel Pardeza,Spain,1965-02-08,SPA-PARDMIGU-19650208
Rodri,Spain,1996-06-22,SPA-RODR-19960622
Gavi,Spain,2004-08-05,SPA-GAVI-20040805
Ferran Torres,Spain,2000-02-29,SPA-TORRFERR-20000229
Nico Williams,Spain,2002-07-12,SPA-WILLNICO-20020712
Ignacio Zoco,Spain,1939-07-31,SPA-ZOCOIGNA-19390731
Joaquin Peiro,Spain,1936-01-29,SPA-PEIRJOAQ-19360129
Feliciano Rivilla,Spain,1936-08-21,SPA-RIVIFELI-19360821
Sigfrid Gracia,Spain,1932-03-27,SPA-GRACSIGF-19320327
Joaquin,Spain,1981-07-21,SPA-JOAQ-19810721
Raul Albiol,Spain,1985-09-04,SPA-ALBIRAUL-19850904
Gerard Pique,Spain,1987-02-02,SPA-PIQUGERA-19870202
Joan Capdevila,Spain,1978-02-03,SPA-CAPDJOAN-19780203
Victor Valdes,Spain,1982-01-14,SPA-VALDVICT-19820114
Juan Mata,Spain,1988-04-28,SPA-MATAJUAN-19880428
Sergio Busquets,Spain,1988-07-16,SPA-BUSQSERG-19880716
Jose Maria Bakero,Spain,1963-02-11,SPA-BAKEJOSE-19630211
Alvaro Arbeloa,Spain,1983-01-17,SPA-ARBEALVA-19830117
Crisant Bosch,Spain,1907-12-26,SPA-BOSCCRIS-19071226
Javi Martinez,Spain,1988-09-02,SPA-MARTJAVI-19880902
David Silva,Spain,1986-01-08,SPA-SILVDAVI-19860108
Jesus Navas,Spain,1985-11-21,SPA-NAVAJESU-19851121
Jose Araquistain,Spain,1937-03-04,SPA-ARAQJOSE-19370304
Carmelo Cedrun,Spain,1930-12-06,SPA-CEDRCARM-19301206
Enrique Collar,Spain,1934-11-02,SPA-COLLENRI-19341102
Luis del Sol,Spain,1935-04-06,SPA-SOLLUIS-19350406
Alfredo Di Stefano,Spain,1926-07-04,SPA-STEFALFR-19260704
Luis Maria Echeberria,Spain,1940-03-24,SPA-ECHELUIS-19400324
Francisco Gento,Spain,1933-10-21,SPA-GENTFRAN-19331021
David Raya,Spain,1995-09-15,SPA-RAYADAVI-19950915
Alejandro Balde,Spain,2003-10-18,SPA-BALDALEJ-20031018
Salvador Sadurni,Spain,1941-04-03,SPA-SADUSALV-19410403
Pedro,Spain,1987-07-28,SPA-PEDR-19870728
Tomas,Spain,1960-08-09,SPA-TOMA-19600809
Periko Alonso,Spain,1953-02-01,SPA-ALONPERI-19530201
Carlos Marchena,Spain,1979-07-31,SPA-MARCCARL-19790731
Agustin Gainza,Spain,1922-05-28,SPA-GAINAGUS-19220528
Curro Torres,Spain,1976-12-27,SPA-TORRCURR-19761227
David de Gea,Spain,1990-11-07,SPA-GEADAVI-19901107
Juanfran,Spain,1985-01-09,SPA-JUAN-19850109
Ivan Helguera,Spain,1975-03-18,SPA-HELGIVAN-19750318
Juanfran,Spain,1976-07-15,SPA-JUAN-19760715
Juan Acuna,Spain,1923-01-11,SPA-ACUNJUAN-19230111
Gabriel Alonso,Spain,1923-11-09,SPA-ALONGABR-19231109
Francisco Antunez,Spain,1922-11-01,SPA-ANTUFRAN-19221101
Vicente Asensi,Spain,1919-01-28,SPA-ASENVICE-19190128
Santi Cazorla,Spain,1984-12-13,SPA-CAZOSANT-19841213
Koke,Spain,1992-01-08,SPA-KOKE-19920108
Antoni Ramallets,Spain,1924-06-04,SPA-RAMAANTO-19240604
Xabi Alonso,Spain,1981-11-25,SPA-ALONXABI-19811125
Kiko,Spain,1972-04-26,SPA-KIKO-19720426
Santiago Urquiaga,Spain,1958-04-14,SPA-URQUSANT-19580414
Roberto Lopez Ufarte,Spain,1958-04-19,SPA-UFARROBE-19580419
Jesus Maria Zamora,Spain,1955-01-01,SPA-ZAMOJESU-19550101
Jesus Maria Satrustegui,Spain,1954-01-12,SPA-SATRJESU-19540112
Joaquin,Spain,1956-06-09,SPA-JOAQ-19560609
Jose Ramon Alexanko,Spain,1956-05-19,SPA-ALEXJOSE-19560519
Miguel Tendillo,Spain,1961-02-01,SPA-TENDMIGU-19610201
Rafael Gordillo,Spain,1957-02-24,SPA-GORDRAFA-19570224
Jose Antonio Camacho,Spain,1955-06-08,SPA-CAMAJOSE-19550608
Hilario,Spain,1905-12-08,SPA-HILA-19051208
Jose Iraragorri,Spain,1912-03-16,SPA-IRARJOSE-19120316
Lafuente,Spain,1907-12-31,SPA-LAFU-19071231
Isidro Langara,Spain,1912-05-25,SPA-LANGISID-19120525
Manuel Jimenez,Spain,1956-10-27,SPA-JIMEMANU-19561027
Iker Casillas,Spain,1981-05-20,SPA-CASIIKER-19810520
Telmo Zarra,Spain,1921-01-20,SPA-ZARRTELM-19210120
Jose Manuel Ochotorena,Spain,1961-01-16,SPA-OCHOJOSE-19610116
Alfonso Silva,Spain,1926-03-19,SPA-SILVALFO-19260319
Juan Antonio Senor,Spain,1958-08-26,SPA-SENOJUAN-19580826
Diego Costa,Spain,1988-10-07,SPA-COSTDIEG-19881007
Ruben Baraja,Spain,1975-07-11,SPA-BARARUBE-19750711
Maria Gonzalvo,Spain,1922-03-22,SPA-GONZMARI-19220322
Rosendo Hernandez,Spain,1921-03-01,SPA-HERNROSE-19210301
Silvestre Igoa,Spain,1920-09-05,SPA-IGOASILV-19200905
Ignacio Eizaguirre,Spain,1920-11-07,SPA-EIZAIGNA-19201107
Jose Juncosa,Spain,1922-02-02,SPA-JUNCJOSE-19220202
Diego Tristan,Spain,1976-01-05,SPA-TRISDIEG-19760105
Javier de Pedro,Spain,1973-08-04,SPA-PEDRJAVI-19730804
Albert Luque,Spain,1978-03-11,SPA-LUQUALBE-19780311
Ricardo,Spain,1971-12-30,SPA-RICA-19711230
David Albelda,Spain,1977-09-01,SPA-ALBEDAVI-19770901
Enrique Romero,Spain,1971-06-23,SPA-ROMEENRI-19710623
Simon Lecue,Spain,1912-02-11,SPA-LECUSIMO-19120211
Luis Molowny,Spain,1925-05-12,SPA-MOLOLUIS-19250512
Jose Luis Panizo,Spain,1922-01-12,SPA-PANIJOSE-19220112
Jose Parra,Spain,1925-08-28,SPA-PARRJOSE-19250828
Antonio Puchades,Spain,1925-06-04,SPA-PUCHANTO-19250604
Gaizka Mendieta,Spain,1974-03-27,SPA-MENDGAIZ-19740327
Juan Carlos Valeron,Spain,1975-06-17,SPA-VALEJUAN-19750617
Carles Puyol,Spain,1978-04-13,SPA-PUYOCARL-19780413
Josep Gonzalvo,Spain,1920-01-16,SPA-GONZJOSE-19200116
Estanislau Basora,Spain,1926-11-18,SPA-BASOESTA-19261118
Cesar,Spain,1920-06-29,SPA-CESA-19200629
Jordi Alba,Spain,1989-03-21,SPA-ALBAJORD-19890321
Cesar Azpilicueta,Spain,1989-08-28,SPA-AZPICESA-19890828
Fernando Hierro,Spain,1968-03-23,SPA-HIERFERN-19680323
Rafael Paz,Spain,1965-08-02,SPA-PAZRAFA-19650802
Manolo,Spain,1965-01-17,SPA-MANO-19650117
Nando,Spain,1921-02-01,SPA-NAND-19210201
Luis Marin Sabater,Spain,1906-09-04,SPA-SABALUIS-19060904
Rafael Lesmes,Spain,1926-11-09,SPA-LESMRAFA-19261109
Juan Jose Nogues,Spain,1909-03-28,SPA-NOGUJUAN-19090328
Abelardo Fernandez,Spain,1970-04-19,SPA-FERNABEL-19700419
Jon Goikoetxea,Spain,1965-10-21,SPA-GOIKJON-19651021
Julen Guerrero,Spain,1974-01-07,SPA-GUERJULE-19740107
Josep Guardiola,Spain,1971-01-18,SPA-GUARJOSE-19710118
Aitor Begiristain,Spain,1964-08-12,SPA-BEGIAITO-19640812
Sergi Barjuan,Spain,1971-12-28,SPA-BARJSERG-19711228
Santiago Canizares,Spain,1969-12-18,SPA-CANISANT-19691218
Juanele,Spain,1971-04-10,SPA-JUAN-19710410
Jose Luis Caminero,Spain,1967-11-08,SPA-CAMIJOSE-19671108
Felipe Minambres,Spain,1965-04-29,SPA-MINAFELI-19650429
Voro,Spain,1963-10-09,SPA-VORO-19631009
Miguel Angel Nadal,Spain,1966-07-28,SPA-NADAMIGU-19660728
Albert Ferrer,Spain,1970-06-06,SPA-FERRALBE-19700606
Jose Molina,Spain,1970-08-08,SPA-MOLIJOSE-19700808
Paco Camarasa,Spain,1967-09-27,SPA-CAMAPACO-19670927
Carles Rexach,Spain,1947-01-13,SPA-REXACARL-19470113
Fernando Torres,Spain,1984-03-20,SPA-TORRFERN-19840320
Jose Antonio Reyes,Spain,1983-09-01,SPA-REYEJOSE-19830901
Luis Garcia,Spain,1978-06-24,SPA-GARCLUIS-19780624
Antonio Lopez,Spain,1981-09-13,SPA-LOPEANTO-19810913
Andres Iniesta,Spain,1984-05-11,SPA-INIEANDR-19840511
Sergio Ramos,Spain,1986-03-30,SPA-RAMOSERG-19860330
Marcos Senna,Spain,1976-07-17,SPA-SENNMARC-19760717
Cesc Fabregas,Spain,1987-05-04,SPA-FABRCESC-19870504
Juanito,Spain,1976-07-23,SPA-JUAN-19760723
David Villa,Spain,1981-12-03,SPA-VILLDAVI-19811203
Pablo Ibanez,Spain,1981-08-03,SPA-IBANPABL-19810803
Pepe Reina,Spain,1982-08-31,SPA-REINPEPE-19820831
Andoni Goikoetxea,Spain,1956-08-23,SPA-GOIKANDO-19560823
Jose Muguerza,Spain,1911-09-15,SPA-MUGUJOSE-19110915
Antonio Olmo,Spain,1954-01-18,SPA-OLMOANTO-19540118
Jorge Otero,Spain,1969-01-28,SPA-OTERJORG-19690128
Sergio,Spain,1976-11-10,SPA-SERG-19761110
Julen Lopetegui,Spain,1966-08-28,SPA-LOPEJULE-19660828
Jacinto Quincoces,Spain,1905-07-17,SPA-QUINJACI-19050717
Luis Regueiro,Spain,1908-07-01,SPA-REGULUIS-19080701
Quique Setien,Spain,1958-09-27,SPA-SETIQUIQ-19580927
Pedro Sole,Spain,1905-05-07,SPA-SOLEPEDR-19050507
Marti Ventolra,Spain,1906-12-16,SPA-VENTMART-19061216
Ramon Zabalo,Spain,1910-06-10,SPA-ZABARAMO-19100610
Julio Alberto,Spain,1958-10-07,SPA-ALBEJULI-19581007
Francisco Jose Carrasco,Spain,1959-03-06,SPA-CARRFRAN-19590306
Emilio Butragueno,Spain,1963-07-22,SPA-BUTREMIL-19630722
Urruti,Spain,1952-02-17,SPA-URRU-19520217
Isidoro San Jose,Spain,1955-10-27,SPA-JOSEISID-19551027
Martin Marculeta,Spain,1907-09-24,SPA-MARCMART-19070924
Ruben Cano,Spain,1951-02-05,SPA-CANORUBE-19510205
Antonio Maceda,Spain,1957-05-16,SPA-MACEANTO-19570516
Ricardo Zamora,Spain,1901-01-21,SPA-ZAMORICA-19010121
Campanal I,Spain,1912-02-09,SPA-ICAMP-19120209
Hipolito Rincon,Spain,1957-04-28,SPA-RINCHIPO-19570428
Luis Enrique,Spain,1970-05-08,SPA-ENRILUIS-19700508
Ramon Caldere,Spain,1959-01-16,SPA-CALDRAMO-19590116
Julio Salinas,Spain,1962-09-11,SPA-SALIJULI-19620911
Michel,Spain,1963-03-23,SPA-MICH-19630323
Juan Carlos Ablanedo,Spain,1963-09-02,SPA-ABLAJUAN-19630902
Eloy,Spain,1964-07-10,SPA-ELOY-19640710
Guillermo Gorostiza,Spain,1909-02-15,SPA-GOROGUIL-19090215
Chacho,Spain,1911-04-14,SPA-CHAC-19110414
Chendo,Spain,1961-10-12,SPA-CHEN-19611012
Leonardo Cilaurren,Spain,1912-11-05,SPA-CILALEON-19121105
Ciriaco,Spain,1904-08-08,SPA-CIRI-19040808
Francisco,Spain,1962-11-01,SPA-FRAN-19621101
Fede,Spain,1912-10-14,SPA-FEDE-19121014
Jimmy Durmaz,Sweden,1989-03-22,SWE-DURMJIMM-19890322
Isaac Kiese Thelin,Sweden,1992-06-24,SWE-THELISAA-19920624
Prawitz Oberg,Sweden,1930-11-16,SWE-OBERPRAW-19301116
Arne Selmosson,Sweden,1931-03-29,SWE-SELMARNE-19310329
Thomas Ahlstrom,Sweden,1952-07-17,SWE-AHLSTHOM-19520717
Agne Simonsson,Sweden,1935-10-19,SWE-SIMOAGNE-19351019
Gunnar Gren,Sweden,1920-10-31,SWE-GRENGUNN-19201031
Sven Lindman,Sweden,1942-04-19,SWE-LINDSVEN-19420419
Sebastian Larsson,Sweden,1985-06-06,SWE-LARSSEBA-19850606
Kristoffer Nordfeldt,Sweden,1989-06-23,SWE-NORDKRIS-19890623
Andreas Granqvist,Sweden,1985-04-16,SWE-GRANANDR-19850416
John Guidetti,Sweden,1992-04-15,SWE-GUIDJOHN-19920415
Ludwig Augustinsson,Sweden,1994-04-21,SWE-AUGULUDW-19940421
Martin Olsson,Sweden,1988-05-17,SWE-OLSSMART-19880517
Sigge Parling,Sweden,1930-03-26,SWE-PARLSIGG-19300326
Ake Johansson,Sweden,1928-03-19,SWE-JOHAAKE-19280319
Nils Liedholm,Sweden,1922-10-08,SWE-LIEDNILS-19221008
Sven Axbom,Sweden,1926-10-15,SWE-AXBOSVEN-19261015
Jorgen Augustsson,Sweden,1952-10-28,SWE-AUGUJORG-19521028
Orvar Bergmark,Sweden,1930-11-16,SWE-BERGORVA-19301116
Staffan Tapper,Sweden,1948-07-10,SWE-TAPPSTAF-19480710
Olle Ahlund,Sweden,1920-08-22,SWE-AHLUOLLE-19200822
Kurt Hamrin,Sweden,1934-11-19,SWE-HAMRKURT-19341119
Goran Hagberg,Sweden,1947-11-08,SWE-HAGBGORA-19471108
Sven Jonasson,Sweden,1909-07-09,SWE-JONASVEN-19090709
Sten Palsson,Sweden,1945-12-04,SWE-PALSSTEN-19451204
Zlatan Ibrahimovic,Sweden,1981-10-03,SWE-IBRAZLAT-19811003
Ralf Edstrom,Sweden,1952-10-07,SWE-EDSTRALF-19521007
Andreas Andersson,Sweden,1974-04-10,SWE-ANDEANDR-19740410
Joachim Bjorklund,Sweden,1971-03-15,SWE-BJORJOAC-19710315
Roger Ljung,Sweden,1966-01-08,SWE-LJUNROGE-19660108
Jesper Blomqvist,Sweden,1974-02-05,SWE-BLOMJESP-19740205
Glenn Hysen,Sweden,1959-10-30,SWE-HYSEGLEN-19591030
Goran Nicklasson,Sweden,1942-08-20,SWE-NICKGORA-19420820
Ragnar Gustavsson,Sweden,1907-09-28,SWE-GUSTRAGN-19070928
Carl-Erik Holmberg,Sweden,1906-07-17,SWE-HOLMCARL-19060717
Sture Hult,Sweden,1910-10-19,SWE-HULTSTUR-19101019
Gunnar Jansson,Sweden,1907-07-17,SWE-JANSGUNN-19070717
Magnus Hedman,Sweden,1973-03-19,SWE-HEDMMAGN-19730319
Tore Keller,Sweden,1905-01-04,SWE-KELLTORE-19050104
Harry Lundahl,Sweden,1905-10-16,SWE-LUNDHARR-19051016
Gunnar Olsson,Sweden,1908-07-19,SWE-OLSSGUNN-19080719
Anders Rydberg,Sweden,1903-03-03,SWE-RYDBANDE-19030303
Nils Rosen,Sweden,1902-05-22,SWE-ROSENILS-19020522
Arvid Thorn,Sweden,1906-10-29,SWE-THORARVI-19061029
Eivar Widlund,Sweden,1905-06-15,SWE-WIDLEIVA-19050615
Knut Kroon,Sweden,1906-06-19,SWE-KROOKNUT-19060619
Jan Olsson,Sweden,1944-03-18,SWE-OLSSJAN-19440318
Erik Nilsson,Sweden,1916-08-06,SWE-NILSERIK-19160806
Benno Magnusson,Sweden,1953-02-04,SWE-MAGNBENN-19530204
Bjorn Andersson,Sweden,1951-07-20,SWE-ANDEBJOR-19510720
Hasse Jeppson,Sweden,1925-05-10,SWE-JEPPHASS-19250510
Albin Ekdal,Sweden,1989-07-28,SWE-EKDAALBI-19890728
Gunnar Johansson,Sweden,1924-02-29,SWE-JOHAGUNN-19240229
Ingvar Gard,Sweden,1921-10-06,SWE-GARDINGV-19211006
Sune Andersson,Sweden,1921-02-22,SWE-ANDESUNE-19210222
Tomas Brolin,Sweden,1969-11-29,SWE-BROLTOMA-19691129
Stefan Pettersson,Sweden,1963-03-22,SWE-PETTSTEF-19630322
Mats Magnusson,Sweden,1963-07-10,SWE-MAGNMATS-19630710
Mats Gren,Sweden,1963-12-20,SWE-GRENMATS-19631220
Johnny Ekstrom,Sweden,1965-03-05,SWE-EKSTJOHN-19650305
Tore Svensson,Sweden,1927-12-06,SWE-SVENTORE-19271206
Arne Mansson,Sweden,1925-11-11,SWE-MANSARNE-19251111
Thomas Ravelli,Sweden,1959-08-13,SWE-RAVETHOM-19590813
Torsten Lindberg,Sweden,1917-04-14,SWE-LINDTORS-19170414
Robin Olsen,Sweden,1990-01-08,SWE-OLSEROBI-19900108
Victor Lindelof,Sweden,1994-07-17,SWE-LINDVICT-19940717
Mikael Lustig,Sweden,1986-12-13,SWE-LUSTMIKA-19861213
Karl-Erik Palmer,Sweden,1929-04-17,SWE-PALMKARL-19290417
Ingvar Rydell,Sweden,1922-05-07,SWE-RYDEINGV-19220507
Lennart Samuelsson,Sweden,1924-07-07,SWE-SAMULENN-19240707
Lennart Skoglund,Sweden,1929-12-24,SWE-SKOGLENN-19291224
Knut Nordahl,Sweden,1920-01-13,SWE-NORDKNUT-19200113
Stig Sundqvist,Sweden,1922-07-19,SWE-SUNDSTIG-19220719
Sven Andersson,Sweden,1963-10-06,SWE-ANDESVEN-19631006
Kalle Svensson,Sweden,1925-11-11,SWE-SVENKALL-19251111
Egon Jonsson,Sweden,1921-10-08,SWE-JONSEGON-19211008
Stellan Nilsson,Sweden,1922-05-28,SWE-NILSSTEL-19220528
Bror Mellberg,Sweden,1923-12-09,SWE-MELLBROR-19231209
Kurt Svensson,Sweden,1927-04-15,SWE-SVENKURT-19270415
Marcus Berg,Sweden,1986-08-17,SWE-BERGMARC-19860817
Emil Forsberg,Sweden,1991-10-23,SWE-FORSEMIL-19911023
Owe Ohlsson,Sweden,1938-08-19,SWE-OHLSOWE-19380819
Bengt Berndtsson,Sweden,1933-01-26,SWE-BERNBENG-19330126
Henry Kallgren,Sweden,1931-03-13,SWE-KALLHENR-19310313
Gosta Lofgren,Sweden,1923-08-29,SWE-LOFGGOST-19230829
Olle Hakansson,Sweden,1927-02-22,SWE-HAKAOLLE-19270222
Ingemar Haraldsson,Sweden,1928-02-03,SWE-HARAINGE-19280203
Karl-Johan Johnsson,Sweden,1990-01-28,SWE-JOHNKARL-19900128
Gustav Svensson,Sweden,1987-02-07,SWE-SVENGUST-19870207
Filip Helander,Sweden,1993-04-22,SWE-HELAFILI-19930422
Inge Ejderstedt,Sweden,1946-12-24,SWE-EJDEINGE-19461224
Oscar Hiljemark,Sweden,1992-06-28,SWE-HILJOSCA-19920628
Viktor Claesson,Sweden,1992-01-02,SWE-CLAEVIKT-19920102
Pontus Jansson,Sweden,1991-02-13,SWE-JANSPONT-19910213
Marcus Rohden,Sweden,1991-05-11,SWE-ROHDMARC-19910511
Ola Toivonen,Sweden,1986-07-03,SWE-TOIVOLA-19860703
Jan Olsson,Sweden,1942-03-30,SWE-OLSSJAN-19420330
Kent Karlsson,Sweden,1945-11-25,SWE-KARLKENT-19451125
Reino Borjesson,Sweden,1929-02-04,SWE-BORJREIN-19290204
Bengt Gustavsson,Sweden,1928-01-15,SWE-GUSTBENG-19280115
Conny Torstensson,Sweden,1949-08-28,SWE-TORSCONN-19490828
Borje Tapper,Sweden,1922-05-20,SWE-TAPPBORJ-19220520
Roland Sandberg,Sweden,1946-12-16,SWE-SANDROLA-19461216
Emil Krafth,Sweden,1994-08-02,SWE-KRAFEMIL-19940802
Jan Eriksson,Sweden,1967-08-24,SWE-ERIKJAN-19670824
Rami Shaaban,Sweden,1975-06-30,SWE-SHAARAMI-19750630
Patrik Andersson,Sweden,1971-08-18,SWE-ANDEPATR-19710818
Sven Unger,Sweden,,SWE-UNGESVEN-nan
Kurt Svanstrom,Sweden,1915-03-24,SWE-SVANKURT-19150324
Gustav Sjoberg,Sweden,1913-03-23,SWE-SJOBGUST-19130323
Erik Persson,Sweden,1909-11-19,SWE-PERSERIK-19091119
Arne Nyberg,Sweden,1913-06-20,SWE-NYBEARNE-19130620
Harry Nilsson,Sweden,1916-01-05,SWE-NILSHARR-19160105
Joakim Nilsson,Sweden,1966-03-31,SWE-NILSJOAK-19660331
Arne Linderholm,Sweden,1916-02-22,SWE-LINDARNE-19160222
Olle Kallgren,Sweden,1907-09-07,SWE-KALLOLLE-19070907
Sven Jacobsson,Sweden,1914-04-17,SWE-JACOSVEN-19140417
Knut Hansson,Sweden,1911-05-09,SWE-HANSKNUT-19110509
Karl-Erik Grahn,Sweden,1914-11-05,SWE-GRAHKARL-19141105
Ivar Eriksson,Sweden,1909-12-25,SWE-ERIKIVAR-19091225
Curt Bergsten,Sweden,1915-08-21,SWE-BERGCURT-19150821
Orjan Persson,Sweden,1942-08-27,SWE-PERSORJA-19420827
Harry Andersson,Sweden,1913-03-07,SWE-ANDEHARR-19130307
Erik Almgren,Sweden,1908-01-28,SWE-ALMGERIK-19080128
Henock Abrahamsson,Sweden,1909-10-29,SWE-ABRAHENO-19091029
Anders Limpar,Sweden,1965-09-24,SWE-LIMPANDE-19650924
Glenn Stromberg,Sweden,1960-01-05,SWE-STROGLEN-19600105
Jonas Thern,Sweden,1967-03-20,SWE-THERJONA-19670320
Magnus Svensson,Sweden,1969-03-10,SWE-SVENMAGN-19690310
Sven-Gunnar Larsson,Sweden,1940-05-10,SWE-LARSSVEN-19400510
Stefan Schwarz,Sweden,1969-04-18,SWE-SCHWSTEF-19690418
Claes Cronqvist,Sweden,1944-10-15,SWE-CRONCLAE-19441015
Ove Grahn,Sweden,1943-05-09,SWE-GRAHOVE-19430509
Niclas Alexandersson,Sweden,1971-12-29,SWE-ALEXNICL-19711229
Tommy Svensson,Sweden,1945-03-04,SWE-SVENTOMM-19450304
Andreas Isaksson,Sweden,1981-10-03,SWE-ISAKANDR-19811003
Ronney Pettersson,Sweden,1940-04-26,SWE-PETTRONN-19400426
Tomas Nordahl,Sweden,1946-05-24,SWE-NORDTOMA-19460524
Bo Larsson,Sweden,1944-05-05,SWE-LARSBO-19440505
Leif Eriksson,Sweden,1942-03-20,SWE-ERIKLEIF-19420320
Roland Grip,Sweden,1941-01-01,SWE-GRIPROLA-19410101
Gustav Wetterstrom,Sweden,1911-10-15,SWE-WETTGUST-19111015
Kurt Axelsson,Sweden,1941-11-10,SWE-AXELKURT-19411110
Andreas Jakobsson,Sweden,1972-10-06,SWE-JAKOANDR-19721006
Erik Edman,Sweden,1978-11-11,SWE-EDMAERIK-19781111
Tomas Antonelius,Sweden,1973-05-07,SWE-ANTOTOMA-19730507
Magnus Kihlstedt,Sweden,1972-02-29,SWE-KIHLMAGN-19720229
Marcus Allback,Sweden,1973-07-05,SWE-ALLBMARC-19730705
Freddie Ljungberg,Sweden,1977-04-16,SWE-LJUNFRED-19770416
Ove Kindvall,Sweden,1943-05-16,SWE-KINDOVE-19430516
Anders Svensson,Sweden,1976-07-17,SWE-SVENANDE-19760717
Tobias Linderoth,Sweden,1979-04-21,SWE-LINDTOBI-19790421
Michael Svensson,Sweden,1975-11-25,SWE-SVENMICH-19751125
Johan Mjallby,Sweden,1971-02-09,SWE-MJALJOHA-19710209
Olof Mellberg,Sweden,1977-09-03,SWE-MELLOLOF-19770903
Ronnie Hellstrom,Sweden,1949-02-21,SWE-HELLRONN-19490221
Hans Selander,Sweden,1945-03-15,SWE-SELAHANS-19450315
Bjorn Nordqvist,Sweden,1942-10-06,SWE-NORDBJOR-19421006
Lars Eriksson,Sweden,1965-09-21,SWE-ERIKLARS-19650921
Tom Turesson,Sweden,1942-05-17,SWE-TURETOM-19420517
Krister Kristensson,Sweden,1942-07-25,SWE-KRISKRIS-19420725
Lennart Larsson,Sweden,1953-07-09,SWE-LARSLENN-19530709
Anders Linderoth,Sweden,1950-03-21,SWE-LINDANDE-19500321
Ingemar Erlandsson,Sweden,1957-11-16,SWE-ERLAINGE-19571116
Roy Andersson,Sweden,1949-08-02,SWE-ANDEROY-19490802
Kim Kallstrom,Sweden,1982-08-24,SWE-KALLKIM-19820824
Magnus Andersson,Sweden,1958-04-23,SWE-ANDEMAGN-19580423
Torbjorn Nilsson,Sweden,1954-07-09,SWE-NILSTORB-19540709
Jan Moller,Sweden,1953-09-17,SWE-MOLLJAN-19530917
Olle Nordin,Sweden,1949-11-23,SWE-NORDOLLE-19491123
Markus Rosenberg,Sweden,1982-09-27,SWE-ROSEMARK-19820927
Christian Wilhelmsson,Sweden,1979-12-08,SWE-WILHCHRI-19791208
Ronald Ahman,Sweden,1957-01-31,SWE-AHMARONA-19570131
Pontus Farnerud,Sweden,1980-06-04,SWE-FARNPONT-19800604
Roland Nilsson,Sweden,1963-11-27,SWE-NILSROLA-19631127
Peter Larsson,Sweden,1961-03-08,SWE-LARSPETE-19610308
Kennet Andersson,Sweden,1967-10-06,SWE-ANDEKENN-19671006
Hakan Mild,Sweden,1971-06-14,SWE-MILDHAKA-19710614
Stefan Rehn,Sweden,1966-09-22,SWE-REHNSTEF-19660922
Teddy Lucic,Sweden,1973-04-15,SWE-LUCITEDD-19730415
Pontus Kamark,Sweden,1969-04-05,SWE-KAMAPONT-19690405
Mikael Nilsson,Sweden,1968-09-28,SWE-NILSMIKA-19680928
Magnus Erlingmark,Sweden,1968-07-08,SWE-ERLIMAGN-19680708
Ulrik Jansson,Sweden,1968-02-02,SWE-JANSULRI-19680202
Thomas Sjoberg,Sweden,1952-07-06,SWE-SJOBTHOM-19520706
Benny Wendt,Sweden,1950-11-04,SWE-WENDBENN-19501104
Henrik Larsson,Sweden,1971-09-20,SWE-LARSHENR-19710920
Karl Svensson,Sweden,1984-03-21,SWE-SVENKARL-19840321
Leif Malberg,Sweden,1945-09-01,SWE-MALBLEIF-19450901
Klas Ingesson,Sweden,1968-08-20,SWE-INGEKLAS-19680820
Leif Engqvist,Sweden,1962-07-30,SWE-ENGQLEIF-19620730
Ake Andersson,Sweden,1917-04-22,SWE-ANDEAKE-19170422
Mattias Jonson,Sweden,1974-01-16,SWE-JONSMATT-19740116
Martin Dahlin,Sweden,1968-04-16,SWE-DAHLMART-19680416
Johan Elmander,Sweden,1981-05-27,SWE-ELMAJOHA-19810527
Otto Andersson,Sweden,1910-05-07,SWE-ANDEOTTO-19100507
Sven Andersson,Sweden,1907-02-14,SWE-ANDESVEN-19070214
Nils Axelsson,Sweden,1906-01-18,SWE-AXELNILS-19060118
Lennart Bunke,Sweden,1912-04-03,SWE-BUNKLENN-19120403
Daniel Andersson,Sweden,1977-08-28,SWE-ANDEDANI-19770828
Victor Carlund,Sweden,1906-02-05,SWE-CARLVICT-19060205
Rune Carlsson,Sweden,1909-10-01,SWE-CARLRUNE-19091001
Fredrik Stenman,Sweden,1983-06-02,SWE-STENFRED-19830602
Sanny Aslund,Sweden,1952-08-29,SWE-ASLUSANN-19520829
Roland Andersson,Sweden,1950-03-28,SWE-ANDEROLA-19500328
Hasse Borg,Sweden,1953-08-04,SWE-BORGHASS-19530804
Niklas Nyhlen,Sweden,1966-03-21,SWE-NYHLNIKL-19660321
John Alvbage,Sweden,1982-08-10,SWE-ALVBJOHN-19820810
Petter Hansson,Sweden,1976-12-14,SWE-HANSPETT-19761214
Gosta Dunker,Sweden,1905-09-16,SWE-DUNKGOST-19050916
Ernst Andersson,Sweden,1909-03-26,SWE-ANDEERNS-19090326
Mikael Nilsson,Sweden,1978-06-24,SWE-NILSMIKA-19780624
Alessandro Frigerio,Switzerland,1914-11-15,SWI-FRIGALES-19141115
Alfred Bickel,Switzerland,1918-05-02,SWI-BICKALFR-19180502
Erwin Ballabio,Switzerland,1918-10-20,SWI-BALLERWI-19181020
Lauro Amado,Switzerland,1912-03-14,SWI-AMADLAUR-19120314
Paul Aeby,Switzerland,1910-09-10,SWI-AEBYPAUL-19100910
